Номенклатура,Номенклатура.Код,янв. 2024,февр. 2024,март 2024,апр. 2024,май 2024,июнь 2024,июль 2024,авг. 2024,сент. 2024,окт. 2024,нояб. 2024,дек. 2024,янв. 2025,февр. 2025,март 2025,апр. 2025,май 2025,июнь 2025,июль 2025,авг. 2025,сент. 2025,окт. 2025,нояб. 2025,дек. 2025,янв. 2026,февр. 2026,март 2026,апр. 2026,май 2026,июнь 2026,июль 2026,авг. 2026,сент. 2026,Итого
Контактор КМ 63-11 АС IEK (6/90) !!!,120100219_,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2
Контактор КМ 63-40М AC/DC IEK,120100309_,,,9,4,,9,1,,,,,,,,9,9,18,23,,1,,,,,,10,17,18,9,124,5,43,24,333
Контактор КМИ-11211 12А 230В/АС3 1Н3 IEK !!!,120100216_,,,,,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,8
Контактор КМИ-22510 25А 24В/АС3 1НО IEK,ярп4522,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,50
Контактор КТИ 6400  400А 230В IEK (1/4) ,120100087_,2,1,4,5,4,3,2,2,5,6,8,1,2,2,1,8,3,1,5,6,6,8,3,2,2,5,2,,2,9,1,1,3,115
Контактор КТИ 6400  400А 400В IEK (1/2) ,120100050_,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,6,,1,10
Контактор КТИ-7630  630А  400В/АС3 IEK,120100054_,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,3
Корпус металлический ЩУРн-3/18  ИЭК  IP31,ЩУРн-3/18,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2
Корпус пластиковый ЩРВ-П-8 IP41 черный KREPTA 3 ИЭК,250600252_,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5
Кронштейн анкерный КАБ-200 IEK !!!,130300606_,,,,,2,4,,,1,,25,60,,,1,,,,30,6,,,,,4,,11,12,,,,60,,216
Кронштейн для анкерного зажима КАМ-1500 IEK (10),130301128_,,1,1,,,8,11,40,,12,,,,,,13,1,,1,5,10,4,2,,,3,2,2,7,2,2,1,,128
Кронштейн замковый осн.300мм IEK,CLP1CL-300-1,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Кронштейн настенный осн.100мм. IEK (4),280300003_,153,83,69,163,200,146,394,251,76,211,273,46,,47,258,151,110,249,262,44,271,40,30,92,,50,15,30,40,12,25,38,98,3927
Кронштейн настенный осн.200мм. IEK (4),280300004_,229,179,64,195,95,103,155,65,143,255,301,68,16,10,20,35,7,197,244,,208,160,39,107,,24,10,,,24,,56,24,3033
Кронштейн настенный осн.300мм IEK,280300082_,,,,159,64,94,30,33,4,50,105,40,,15,20,,,,140,,,40,16,5,,10,,,,,35,4,16,880
Кронштейн настенный осн.400мм. IEK (4),280300122_,,,5,22,285,,,50,149,,119,135,30,22,50,8,1,,,,10,12,8,,,,,,56,,,2,14,978
Круглая скоба  6мм IEK (100),240200003_,,,3,26,2,1,,,,,,,,,7,3,,,,,,1,2,,,,,,,,1,,1,47
Круглая скоба  8мм IEK (100),240200007_,,,,,5,,33,1,,10,10,,,,,41,,,,,,,,,,1,,2,5,,,,,108
Круглая скоба 10мм IEK (100),240200011_,,,,,,,,,,2,1,,,,,,,,,,,1,,,,1,,,5,,,,1,11
Круглая скоба 16мм IEK (100),240200017_,,2,,,2,,2,,,,3,,3,,,,,,,,2,1,,,,,,,,,,,,15
Крышка на лоток осн.  50мм. IEK (6),280300011_,579,663,153,750,553,228,465,465,512,279,330,510,42,123,195,837,69,108,159,600,543,93,87,57,18,66,66,21,147,30,27,105,207,9087
Крышка на лоток осн. 100мм. IEK (6),280300005_,993,1309,491,1201,891,879,540,1606,990,1596,708,1041,609,72,321,147,291,438,600,1197,735,402,276,537,324,150,246,246,63,69,231,66,90,19355
Крышка на лоток осн. 150 мм. IEK (6),280300289_,9,109,6,135,69,72,42,,138,60,39,48,93,15,,15,186,30,36,33,33,24,72,60,,24,15,27,9,21,111,3,327,1861
Крышка на лоток осн. 200мм. IEK (6),280300007_,396,381,318,831,936,393,459,174,234,402,195,741,156,75,147,72,135,255,246,291,45,57,117,135,405,72,111,108,48,36,109,57,45,8182
Крышка на лоток осн. 300мм. IEK (6),280300037_,63,156,255,207,243,45,141,90,195,222,279,,42,15,6,12,135,30,126,39,66,147,51,42,132,45,18,24,15,3,,63,18,2925
Крышка на лоток осн. 400мм. IEK (6),280300009_,39,,12,96,87,21,48,,27,45,174,45,246,,,,150,,156,9,18,54,15,,24,,15,12,21,,3,,,1317
Крышка на лоток осн. 500мм. IEK (6),280300038_,,30,21,15,,,9,6,,3,9,3,12,,,,3,,3,,,,,,,12,,,,,,,,126
Крюк КМ-1800 IEK (25),130300535_,35,26,9,132,44,15,66,64,12,47,70,70,28,5,,360,23,17,12,80,10,43,12,5,3,34,9,6,12,24,16,66,5,1360
Крюк КМ-2800 IEK (25),130300536_,6,4,16,22,25,6,,,2,16,1,,7,,2,6,4,23,1,,,24,,9,,,,2,,2,17,20,30,245
Кусачки боковые Expert 1000 В 160мм IEK,130200343_,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Кусачки боковые Master 160мм IEK,130200387_,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
Лампа LED T75 таблетка 10Вт 230В 4000К GX53 IEK,081100745_,27,141,109,131,40,50,160,40,157,142,45,128,56,157,72,13,60,26,93,83,130,201,97,103,42,216,183,115,83,315,140,73,49,3477
Лампа LED T75 таблетка 10Вт 230В 6500К GX53 IEK,081100746_,46,64,45,92,42,22,,6,35,5,100,14,16,2,3,36,26,4,10,41,9,,,18,5,26,30,30,20,25,82,4,15,873
Лампа LED T75 таблетка 15Вт 230В 4000К GX53 IEK,081100747_,128,71,54,39,56,30,66,,182,47,244,67,99,44,138,39,68,17,11,55,41,46,105,50,129,84,203,148,47,270,57,96,70,2801
Лампа LED T75 таблетка 15Вт 230В 6500К GX53 IEK,081100635_,22,67,58,41,78,31,110,14,92,36,115,53,19,36,15,33,117,9,42,20,19,87,11,54,17,42,18,97,48,73,33,63,39,1609
Лампа LED T75 таблетка 6Вт 230В 4000К GX53 IEK,081100743_,26,16,4,34,,,28,3,2,46,,,,3,4,,,,30,2,,5,6,10,,11,7,,,,,6,25,268
Лампа LED T75 таблетка 6Вт 230В 6500К GX53 IEK,081100744_,26,9,,77,,,10,102,,,,,,,51,,1,11,14,16,,,13,20,1,3,5,10,2,10,14,2,13,410
Лампа светодиодная A60 груша 12Вт 24-48В 4000К E27 IEK,LLE-A60-12-24-48-40-,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
Лампа светодиодная T75 таблетка 12Вт 230В 4000К GX53 IEK,LLE-T80-12-230-40-GX,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,100
Лампа светодиодная T75 таблетка 12Вт 230В 6500К GX53 IEK,LLE-T80-12-230-65-GX,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,500
Лампа филаментная LED A60 шар золото  9Вт 230В 2700К E27 серия 360° IEK,081100706_,3,1,,,20,,4,,1,,16,5,10,,1,,1,2,25,4,4,5,1,6,2,,8,6,5,5,4,4,6,149
Лампа филаментная LED A60 шар золото 11Вт 230В 2700К E27 серия 360° IEK,081100702_,,2,,,,4,,,,13,2,22,7,25,12,17,,16,36,17,26,16,26,10,39,12,-5,11,,3,1,,,312
Лампа филаментная LED A60 шар прозр.  7Вт 230В 4000К E27 серия 360° IEK,081100704_,41,5,4,47,38,6,30,6,4,,2,77,64,20,42,91,30,63,15,,96,12,7,25,4,21,6,1,66,13,6,8,24,874
Лампа филаментная LED A60 шар прозр.  7Вт 230В 6500К E27 серия 360° IEK,081100705_,26,3,,10,,10,,8,,,2,-2,,2,,,,,,7,,2,,,6,2,,,3,6,,8,6,99
Лампа филаментная LED A60 шар прозр.  9Вт 230В 4000К E27 серия 360° IEK,081100707_,,32,39,20,,1,32,10,1,10,41,31,12,,,52,16,28,33,26,25,18,6,41,2,30,25,28,-9,5,23,34,2,614
Лампа филаментная LED A60 шар прозр.  9Вт 230В 6500К E27 серия 360° IEK,081100708_,7,9,,,10,,,1,2,8,1,,16,7,4,-3,,,3,,,,2,1,10,13,4,11,,,,1,,107
Лампа филаментная LED A60 шар прозр. 11Вт 230В 4000К E27 серия 360° IEK,081100641_,16,5,1,12,28,4,11,30,12,13,24,,,10,34,6,16,5,16,19,11,12,21,21,,45,3,27,,3,15,6,,426
Лампа филаментная LED C35 свеча золото 5Вт 230В 2700К E14 серия 360° IEK,081100709_,10,,,10,,,,,,,,,,,,5,,,,,,31,60,,7,,,,4,,1,3,3,134
Лампа филаментная LED C35 свеча золото 7Вт 230В 2700К E14 серия 360° IEK,081100712_,30,,,26,1,31,8,38,,,,10,20,40,,31,,3,-1,32,,1,50,12,19,6,8,6,22,7,,3,,403
Лампа филаментная LED C35 свеча прозр. 5Вт 230В 4000К E14 серия 360° IEK,081100710_,4,20,2,10,6,10,31,5,,1,35,,12,42,,,14,49,25,40,10,12,79,130,47,73,55,92,26,22,56,182,35,1125
Лампа филаментная LED C35 свеча прозр. 5Вт 230В 4000К E27 серия 360° IEK,081100711_,,10,2,,10,8,38,,,,3,15,24,12,1,25,13,28,20,24,5,1,,2,26,-15,43,2,15,20,3,12,9,356
Лампа филаментная LED C35 свеча прозр. 7Вт 230В 3000К E27 серия 360° IEK,081100713_,4,2,,7,20,7,,,7,6,30,12,14,5,25,,,2,5,,2,28,23,6,6,15,19,,1,11,35,,43,335
Лампа филаментная LED C35 свеча прозр. 7Вт 230В 4000К E27 серия 360° IEK,081100714_,,2,17,,16,5,16,,6,5,41,1,,4,,10,13,,24,,,,,12,5,,4,,10,17,4,5,6,223
Лампа филаментная LED CT35 свеча вит. 5Вт 230В 3000К E14 серия 360° IEK,081100715_,,,,,1,,20,,3,,8,,4,,,,,,,,,,,,,,,,,,,,,36
Лампа филаментная LED CT35 свеча вит. 5Вт 230В 3000К E27 серия 360° IEK,081100716_,18,28,3,24,5,,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,84
Лампа филаментная LED CT35 свеча вит. 5Вт 230В 4000К E14 серия 360° IEK,081100717_,2,,,1,,8,20,,,12,-2,50,,17,,3,,30,,,,,10,,5,,18,10,,31,21,6,21,263
Лампа филаментная LED CT35 свеча вит. 5Вт 230В 4000К E27 серия 360° IEK,081100718_,,,,,,,20,,,,14,1,,10,,,,20,,,1,,8,,,,,,,6,,,,80
Лампа филаментная LED CT35 свеча вит. 7Вт 230В 3000К E14 серия 360° IEK,081100719_,50,,,,,,20,,,11,,,15,6,,,,10,15,29,12,10,40,12,26,18,5,2,,,,,,281
Лампа филаментная LED CT35 свеча вит. 7Вт 230В 3000К E27 серия 360° IEK,081100720_,15,8,,15,,,12,,,,,,,,,35,10,,,,,1,,3,5,2,,2,,,,,,108
Лампа филаментная LED CT35 свеча вит. 7Вт 230В 4000К E14 серия 360° IEK,081100721_,6,10,16,13,2,5,21,3,20,36,17,45,47,19,36,25,6,5,22,,70,5,70,78,,,57,46,12,11,,10,10,723
Лампа филаментная LED CT35 свеча вит. 7Вт 230В 4000К E27 серия 360° IEK,081100722_,3,,,10,,,20,10,-5,,8,10,,,20,,20,,,80,,,14,,1,,,3,,,,,,194
Лампа филаментная LED G95 шар золото 6Вт 230В 2700К E27 серия 360° IEK,081100723_,,,,10,22,10,,3,4,12,,,,,10,,,,6,,,14,,20,,4,7,,1,,,,,123
Лампа филаментная LED G95 шар золото 8Вт 230В 2700К E27 серия 360° IEK,081100642_,1,,28,10,16,12,,,11,,3,12,6,10,20,10,,2,2,2,8,2,5,3,,,,12,-4,5,,2,,178
Лампа филаментная LED ST64 золото 6Вт 230В 2700К E27 серия 360° IEK,081100724_,2,,22,11,2,,12,4,,18,12,3,,5,,,,,2,,,1,5,,,,,,,1,,,,100
Лампа филаментная LED ST64 золото 8Вт 230В 2700К E27 серия 360° IEK,081100643_,,9,25,2,6,15,10,30,1,,45,13,7,10,30,18,20,,,16,22,5,21,5,,,,11,2,,6,2,15,346
ЛВО 1501 белый б/с Е27 2х26 (Downlight) IEK !!!,200400032_,,,,,1,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,7
Лента бандажная ЛМ-50 IEK (5),130300883_,5,4,2,2,2,8,6,5,5,3,12,7,4,3,4,8,13,1,7,3,8,18,9,13,9,7,2,9,3,1,11,16,11,221
Лента с магнитом для мультиметров  MT10  ARMA2L 5 IEK (200) NEW,130200440_,,,,,,1,1,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,5
Логическое реле PLR-S. 8DI/8DO серии ONI,130600166_,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Логическое реле PLR-S. CPU1206 серии ONI PLR-S-CPU-1206 NEW,130600270_,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Логическое реле PLR-S. CPU1206(R) 220В AC с экраном ONI PLR-S-CPU-1206R-AC-BE NEW,130600165_,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3
Логическое реле PLR-S. CPU1410 серии ONI,PLR-S-CPU-1410,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Логическое реле PLR-S. CPU1410(R) 220В AC с экраном ONI,PLR-S-CPU-1410R-AC-B,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Логическое реле PLR-S. USB кабель серии ONI PLR-S-CABLE-USB NEW,130600272_,,,1,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,6
"Лоток лестничный LESTA 55х300х3000-1,2 IEK",280300678_,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,12
Лоток перфорированный 80х100х3000 (3м)IEK,ст-9952475,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456
"Маркер МК0-1,5мм символ ""0"" 1000шт\ролл IEK",240300035_,5,6,2,,2,2,3,1,3,5,2,2,4,,4,1,2,2,5,3,1,,1,5,,1,1,4,3,3,3,2,5,83
"Маркер МК0-1,5мм символ ""1"" 1000шт\ролл IEK",240300027_,5,6,4,3,2,2,3,2,4,5,7,3,6,,5,2,2,3,5,4,5,,1,10,1,1,4,6,2,3,4,4,5,119
"Маркер МК0-1,5мм символ ""2"" 1000шт\ролл IEK",240300033_,5,6,4,2,2,2,3,1,4,3,4,3,7,,5,2,2,2,5,5,2,1,1,8,,1,2,4,2,4,3,3,4,102
"Маркер МК0-1,5мм символ ""3"" 1000шт\ролл IEK",240300050_,5,7,3,1,4,2,3,1,4,2,6,2,4,,5,2,1,2,5,4,3,,1,7,,2,2,4,2,3,3,3,5,98
"Маркер МК0-1,5мм символ ""4"" 1000шт\ролл IEK",240300051_,5,5,3,1,2,1,3,1,4,2,5,2,5,,4,2,1,2,4,4,3,,1,7,,1,2,4,2,3,3,3,5,90
"Маркер МК0-1,5мм символ ""5"" 1000шт\ролл IEK",240300034_,5,6,3,1,2,1,1,1,3,2,4,2,4,,4,1,1,2,5,3,2,,1,6,,1,2,3,3,2,3,3,3,80
"Маркер МК0-1,5мм символ ""6"" 1000шт\ролл IEK",240300052_,4,5,2,1,2,1,1,1,3,2,4,2,5,,4,1,1,2,4,3,2,,1,6,,1,1,4,2,2,3,2,4,76
"Маркер МК0-1,5мм символ ""7"" 1000шт\ролл IEK",240300053_,4,5,2,,2,1,1,1,3,2,3,2,5,,4,2,1,3,4,4,2,,1,7,,1,1,5,2,2,4,1,6,81
"Маркер МК0-1,5мм символ ""8"" 1000шт\ролл IEK",240300054_,4,6,3,1,2,1,1,1,3,2,3,2,5,,4,2,1,2,4,4,3,,1,7,,1,1,4,2,3,3,2,6,84
"Маркер МК0-1,5мм символ ""9"" 1000шт\ролл IEK",240300055_,7,6,3,2,2,1,1,1,3,2,3,2,5,,4,2,2,2,4,3,3,,1,6,,1,1,4,2,2,3,2,6,86
"Маркер МК0-1,5мм символ ""A"" 1000шт\ролл IEK",240300057_,,2,2,,,1,1,1,1,,2,,,,1,,,1,,,1,,,4,,,,,,1,,1,1,20
"Маркер МК1-2,5мм символ ""0"" 1000шт\ролл IEK",240300013_,1,1,1,,,,,,,1,2,,,,,,,,2,1,,1,,,,1,,2,,1,,1,1,16
"Маркер МК1-2,5мм символ ""1"" 1000шт\ролл IEK ",240300014_,5,3,2,1,,,,,2,1,4,,1,1,,1,4,1,2,1,1,3,1,3,1,1,,3,2,,1,1,3,49
"Маркер МК1-2,5мм символ ""2"" 1000шт\ролл IEK",240300015_,1,1,,2,,,,,1,1,1,,,1,,,,1,1,,1,1,1,2,,,,3,,1,,1,2,22
"Маркер МК1-2,5мм символ ""3"" 1000шт\ролл IEK",240300016_,3,,1,1,,,,,1,1,3,,1,1,,1,,1,2,,,1,1,3,,1,,1,,1,,1,1,26
"Маркер МК1-2,5мм символ ""4"" 1000шт\ролл IEK",240300017_,1,1,1,,,,,,,1,1,,2,,,,,,2,,,1,1,1,,2,,1,,,,1,1,17
"Маркер МК1-2,5мм символ ""5"" 1000шт\ролл IEK",240300018_,1,,1,,,,,,1,1,3,,1,,,1,,1,1,1,1,1,,2,,,,2,,,,1,2,21
"Маркер МК1-2,5мм символ ""6"" 1000шт\ролл IEK",240300019_,,1,1,,,,,,,1,1,,,,,,,,1,1,1,,,,,1,,,,,,,2,10
"Маркер МК1-2,5мм символ ""7"" 1000шт\ролл IEK",240300020_,,1,,,,,,,,1,1,,,,,,,1,1,,1,,1,1,,1,,2,,2,,1,,14
Микр. конц. МП-7100 толкатель IP40 IEK,010400958_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
Микр. конц. МП-7120 рычаг IP40 IEK,010400944_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
Микр. конц. МП-7121 рычаг с рол. IP40 IEK,010400950_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2
Микр. конц. МП-7141 укор. рычаг с рол. IP40 IEK,010400939_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
Микр. конц. МП-7310 толк. рез. IP40 IEK,010400947_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,6,9
Микр. конц. МП-7311 гор. толк. с наж. рол. рез. IP40 IEK,010400955_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,2,4
Мини-обогреватель шкафной 10Вт IP54 IEK (100) NEW,270300275_,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
Мини-обогреватель шкафной 13Вт IP54 IEK (100) NEW,270300276_,2,,,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,,,,,6
Мультиметр  цифровой DM1A ARMA2L IEK (40) NEW,130200431_,2,3,2,1,5,4,1,,,3,1,1,1,2,,3,2,1,,1,2,,1,,,,,,,1,5,,,42
Мультиметр цифровой  Professional MY64 IEK E-PRO,114001003_,,,,,,,,,,,,,8,,,,,,,1,,,,,,,,,,,,,,9
Мультиметр цифровой  цифровой DM1E IEK ARMA2L 5 IEK (40) NEW,130200435_,7,8,6,6,5,8,7,4,6,5,10,5,14,3,9,4,5,17,3,3,1,6,1,5,4,10,3,4,,7,8,6,,190
Мультиметр цифровой  цифровой DM2A IEK ARMA2L 5 IEK (40) NEW,130200432_,,1,,4,,6,1,3,2,,4,3,,1,2,3,1,1,,1,,,,9,5,3,1,3,1,,1,2,1,59
Мультиметр цифровой  цифровой DM3B IEK ARMA2L 5 IEK (30) NEW,130200433_,,2,1,6,,2,1,,1,1,,,,,,2,2,,,,3,1,1,,,,,,,,,3,,26
Мультиметр цифровой  цифровой DM3C IEK ARMA2L 5 IEK (30) NEW,130200434_,1,3,,,,1,3,1,1,1,1,1,1,1,1,,,1,,2,2,1,2,,,3,1,1,,1,,4,,34
Мультиметр цифровой Compact M182 IEK (100),114001010_,3,,1,6,6,7,3,11,1,4,3,10,17,1,8,1,1,5,6,1,2,2,2,1,1,1,2,,2,,3,2,2,115
Мультиметр цифровой Master MAS830L IEK (40),130200185_,5,8,9,7,13,2,6,8,8,,,5,13,6,15,3,,6,1,6,11,1,2,1,1,3,8,6,,2,9,,7,172
Мультиметр цифровой Master MAS838L IEK (40),130200184_,4,16,1,8,18,5,6,21,6,5,12,11,5,42,1,13,1,15,10,14,2,11,8,7,4,1,6,5,16,6,,6,3,289
Мультиметр цифровой Universal M830B IEK (60),114001002_,2,,,2,7,4,9,10,13,6,15,14,5,5,18,5,8,13,9,4,6,3,4,,,1,,4,,1,1,2,2,173
Набор динамометрической отвертки со сменными жалами SLIM Т2 14шт ARMA2L 5 IEK,130200491_,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,1,2,1,,10
"Наконечник НВИ 2-4 вилка 1,5-2,5мм (100шт/упак) IEK E-PRO",UNL10-D25-4-4,2,,,,,15,,,,,,,,6,,,,,,,,,2,,,,,4,,,,,,29
"Наконечник НВИ 2-5 вилка 1,5-2,5мм (100 шт) IEK !",щщ0001050,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"Наконечник НКИ 5,5-8 кольцо 4-6мм (100шт/упак) IEK !!!",UNL20-006-6-5,,,,,,,,2,,,,,,,,,,1,,,,,,,,1,,2,,,,,,6
"Наконечник НКИ-н 2-4 кольцо 1,5-2,5мм (100 шт) IEK !!!",ярп4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
Наконечник-гильза НГИ2 10-14 с изол. фланцем (слоновая кость) IEK (100) !!! ,ст-9952498,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5
"Наконечник-гильза НГИ2 4,0-12 с изол. фланцем (серый) IEK (100) !!!",ст-9952496,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5
"Наконечник-гильза НГИ2 6,0-14 с изол. фланцем (черый) IEK (100) !!!",ст-9952497,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,16,,,18
Наконечники герметичные изолированные НИМ 16  IEK,UZA-25-D16,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
Ножницы (секторные)  для резки кабеля НС-240 (до 240мм) IEK,130300291_,2,1,1,2,2,3,2,1,1,3,3,,1,4,,3,1,1,2,1,3,2,5,,,3,,2,3,3,4,2,,61
Ножницы (секторные) для резки кабеля  НС-765 (до 400мм) IEK ,130301099_,,2,,2,,,2,1,1,2,1,2,-1,,,,,1,,,,,,1,,,,,,,2,1,,17
Ножницы (секторные) для резки кабеля НК-250 IEK (240мм) ,130300292_,1,3,,1,1,4,2,,,2,3,1,,5,,4,1,1,,2,5,1,2,2,1,4,2,,,1,,2,4,55
Ножницы (секторные) для резки кабеля НС-300 (до 300мм) IEK,130300596_,,2,,1,,2,,,,,,,,1,,2,,1,1,,,,1,,,,1,,1,,1,1,,15
НПП 1101-100  бел/круг IEK(8) ,151000059_,19,5,5,40,84,110,19,13,39,145,16,19,201,32,29,3,33,6,56,32,85,1,73,8,15,,105,,,50,48,64,8,1363
НПП 1102-100  бел/круг с реш. IEK(8),151000061_,,,26,24,,13,40,,6,23,18,15,70,38,,31,26,1,11,,39,20,30,66,7,6,100,7,3,11,5,23,30,689
НПП 1202-100  черн/овал с реш. IP54 IEK(8) !!!,151000070_,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
НПП 1401-60  бел/овал IP54 IEK(12) ,151000082_,1,,,1,8,3,,,1,1,4,,10,3,1,1,,18,,,9,,8,11,11,2,,,,,1,6,,100
НПП 1402-60  бел/овал с реш. IP54 IEK(12) !!!,151000083_,,,,,,,,25,,,,,,,,,,,6,,19,,7,,,,,,,,,,,57
НПП 1402-60  черн/овал с реш. IP54 IEK(12) !!!,151000084_,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
Обогреватель (встр. вентилятор) 300 Вт IP20 IEK (20) NEW,270300272_,,3,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,6
Обогреватель (встр. вентилятор) 400 Вт IP20 IEK (20) NEW,270300273_,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,4
Обогреватель на DIN-рейку (встр. вентилятор) 100 Вт IP20 IEK (20) NEW(20) NEW,270300260_,1,,,,,,,2,,,1,,,2,,,,1,,,,,3,,,,,,1,,,,,11
Обогреватель на DIN-рейку (встр. вентилятор) 250Вт IP20 IEK (10) NEW,270300221_,,,,,,,,,2,,,,,,,1,,1,,1,,1,,,,,,,,,,,,6
Обогреватель на DIN-рейку (встр. вентилятор) 400Вт IP20 IEK (10) NEW,270300259_,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,1,,,,5
Обогреватель на DIN-рейку 100Вт IP20 IEK (50) NEW,270300224_,4,2,,,,,,19,1,17,1,13,1,3,,2,3,9,14,13,12,11,16,11,7,19,12,5,1,38,8,5,7,254
Обогреватель на DIN-рейку 150Вт IP20 IEK (25) NEW,270300244_,3,,2,,1,1,1,,,10,1,9,,7,,,,,,1,,,7,,1,2,,,,,,,,46
Обогреватель на DIN-рейку 15Вт IP20 IEK (50) NEW,270300261_,,,,7,,,8,,3,,6,,1,,2,,1,5,,1,3,,,3,,4,,1,4,,,4,,53
Обогреватель на DIN-рейку 30Вт IP20 IEK (50) NEW,270300262_,1,2,2,,5,,1,,,6,6,2,,1,,6,,,6,1,,,,2,1,,,,5,,,,,47
Обогреватель на DIN-рейку 45Вт IP20 IEK (50) NEW,270300263_,,,,4,,,,25,,,,5,,,,,,,,8,2,,5,6,,3,,,3,4,3,,1,69
Обогреватель на DIN-рейку 60Вт IP20 IEK (50) NEW,270300212_,,,,,,,,3,,4,1,6,1,,,,,1,3,,,,,3,,,2,,1,1,1,,,27
Обогреватель на DIN-рейку 75Вт IP20 IEK (50) NEW,270300264_,2,,,4,1,,1,,,,,2,,,,,1,,,1,,,,2,,,,,,,,,,14
Обогреватель на DIN-рейку в корп.(встр.вент.) 150Вт IP20 IEK (38) NEW,270300267_,,,7,,,,,,5,,,,,1,,,,,,,,,,1,3,,,,,1,,,,18
Обогреватель на DIN-рейку в корп.(встр.вент.) 250Вт IP20 IEK (38) NEW,270300268_,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,3
Обогреватель на DIN-рейку в корп.(встр.вент.) 400Вт IP20 IEK (20) NEW,270300269_,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,2
Обогреватель на DIN-рейку в корпусе 100Вт IP20 IEK (40) NEW,270300265_,,,,,,,,5,,,5,,,,,,,,,,,,2,,,,,1,,,,,,13
Обогреватель на DIN-рейку в корпусе 150Вт IP20 IEK (40) NEW,270300222_,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2
Обогреватель на DIN-рейку в корпусе 50Вт IP20 IEK (50) NEW,270300266_,,,1,,6,,8,,,,,,,8,,,,,,,,,,4,,,,,,,,,,27
Обогреватель на DIN-рейку ОДР (вент.+терм.) 800Вт IP20 IEK (12) NEW,270300277_,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2
Обогреватель на DIN-рейку ОДР (вент.+терм.) 900Вт IP20 IEK (12) NEW,270300278_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6
